date,title,content,url,previousDiscussionUrl,nextDiscussionUrl
2021.02.17T23:12,엘쥐 창원 전기시내버스 불났네요,문상해 주세요,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164121741&st=&sw=&page=1,board_read.nhn?code=006400&nid=164121834&st=&sw=&page=1,board_read.nhn?code=006400&nid=164120382&st=&sw=&page=1
2021.02.17T23:14,폭스바겐 8세대 골프 폭발,오늘 입성했는데 이런뉴스가 나왔네요 악제인가요 ㅠㅠ,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164121834&st=&sw=&page=1,board_read.nhn?code=006400&nid=164124546&st=&sw=&page=1,board_read.nhn?code=006400&nid=164121741&st=&sw=&page=1
2021.02.17T23:57,테슬라 애플 떡락,낼 삼디 -5만 ㅋ ㅋ,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164124546&st=&sw=&page=1,board_read.nhn?code=006400&nid=164126686&st=&sw=&page=1,board_read.nhn?code=006400&nid=164121834&st=&sw=&page=1
2021.02.18T00:34,잣이 되야꾸나,미장 폭락중 내일 또 개미들 물량 졸라 받아주고 폭락하겠네. 개미들 내일 절대 매수하지마라 나락간다,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164126686&st=&sw=&page=1,board_read.nhn?code=006400&nid=164127352&st=&sw=&page=1,board_read.nhn?code=006400&nid=164124546&st=&sw=&page=1
2021.02.18T00:49,잣되네 나스닥폭락,64만 아가리~쩌~~~~~~~~~억~!!,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164127352&st=&sw=&page=1,board_read.nhn?code=006400&nid=164127432&st=&sw=&page=1,board_read.nhn?code=006400&nid=164126686&st=&sw=&page=1
2021.02.18T00:51,내일 하락은,불가피할 것 같네요. 다들 수익 100% 가까이될거니깐 푸근하게 관망하자구요,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164127432&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133157&st=&sw=&page=1,board_read.nhn?code=006400&nid=164127352&st=&sw=&page=1
2021.02.18T06:36,손 터는 개미들?…거래대금 '최저'  예탁금도 한달새 10조 ↓,스마트 왕개미 손털기 시작? ㅋ ㅋ http://naver.me/F2vekE3M 손 터는 개미들?…거래대금 '최저'  예탁금도 한달새 10조 ↓ 기사입력2021.02.18 03:27 최종수정2021.02.18 04:16,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164133157&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133182&st=&sw=&page=1,board_read.nhn?code=006400&nid=164127432&st=&sw=&page=1
2021.02.18T06:37,삼성sdi 더 오릅니다. 상승여력전망 및 차트분석,http://naver.me/xLvksTNb,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164133182&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133810&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133157&st=&sw=&page=1
2021.02.18T07:02,포드 자동차 전기차 올인,포드  2030년까지 유럽서 내연기관 차 퇴출…"전기차에 올인",https://finance.naver.com/item/board_read.nhn?code=006400&nid=164133810&st=&sw=&page=1,board_read.nhn?code=006400&nid=164135020&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133182&st=&sw=&page=1
2021.02.18T07:35,전고체 기사 나오던데..ㅎㅎㅎ,삼성sdi가 3사중 가장 선두라고..,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164135020&st=&sw=&page=1,board_read.nhn?code=006400&nid=164136995&st=&sw=&page=1,board_read.nhn?code=006400&nid=164133810&st=&sw=&page=1
2021.02.18T08:10,LG화학 밧데리 폭발 보상합의금 1조원대 예상,LG화학 밧데리 폭발 보상합의금 1조원대 예상 7대3 으로 보상? LG와 SK가 싸울수록 득 보는 기업은 SDI,https://finance.naver.com/item/board_read.nhn?code=006400&nid=164136995&st=&sw=&page=1,board_read.nhn?code=006400&nid=164137018&st=&sw=&page=1,board_read.nhn?code=006400&nid=164135020&st=&sw=&page=1
