date,title,content,url,previousDiscussionUrl,nextDiscussionUrl
2021.02.18T00:42,네이버의 새로운 이름,4이버 40만원대 네이버 4이버,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164127048&st=&sw=&page=1,board_read.nhn?code=035420&nid=164130114&st=&sw=&page=1,board_read.nhn?code=035420&nid=164120547&st=&sw=&page=1
2021.02.18T02:33,다 정리했지? 두세달 조정이다,네이버  카카오     빼먹을 단물은 이제 다 나왔다. 미국채 급등 국면 진입....기술주들은 맥을 못쓰는 구간이다. 냉각이 필요한 시점이다.,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164130114&st=&sw=&page=1,board_read.nhn?code=035420&nid=164130510&st=&sw=&page=1,board_read.nhn?code=035420&nid=164127048&st=&sw=&page=1
2021.02.18T03:01,나만의 투자철학을 갖어야~~~,♡.내가 국내주식을 30여년 소량 투자하다가 (그당시 직장생활) 개인은 기술주는 미래를 안정적으로 예측이 불가한 영역임을 알게됨 그래서 큰 돈 벌려면 개인은 투자철학을 꾸준히 성장이(안전) 가능한 상품군에(예측가능해야) 꾸준히 많은 금액을 투자하여 복리효과를 누리자는 전략을 택함(결과는 박영옥님의 주식농사투자법처럼) 그효과는 적중하고 있음: (2억투자인데 오늘현재 12억진행중) 우리나라 주식시장의 역사를 보고 얻은 교훈은 #.GDP가 32000달러 되었고 #.식품주는 생존해서 많이도 커진걸 알게됨(Cj는 매출을 위해 아마존에서 물건은 파는데 이러한 상품이 중국이라면 얼마나 좋을까? 14억 인구에 안정적일텐데...하고.)(그래서 중국을 선택함) #.조선주는 쪽박을 차고 #.삼성은 날고 있고 #엘지 .현대는.... 그리하여 퇴직후에 본격적인 경영서적 탐구 ♧1.최고의 미래전문가 책자"미래를 읽는 기술" 서적을 탐독.(인터넷서점 있슴) 중점사항:@기업의 미래를 어떻게 펼쳐볼것인가의 주제를 다루는 내용정도로 살펴볼수있음 @이책을 완전히 소화하지 못하면 기업의 미래를 예측 추정이 불가능할 영역임 @최고의 가장먼저 봐야함(이러한 사고가없다면 투자하지 마세요) @미래의 예측이 불가능하면 투자금을 꾸준히 많이 투여할수 없슴 ♧2.현존하는 가치투자의 귀재 워렌 버핏(프랜차이즈기업투자 성장기업의 가치평가어려움즉위험) ♧3.가치투자자의 아버지 벤자민그레이엄(현명한투자.안전마진과 적정가격산출해보기) ♧4.성장주투자의 거장 필립피셔(위대한기업에 투자하라.성장투자) ♧5.가치투자의 거장 존 네프 ♧6.모닝스타의 투자5원칙(실전사례이므로 배우세요.미국 모닝스타 상장투자기업 주가그래프 보세요 세계각처에 투자 분석회사임) ♧7.국내전문가 서적 탐독 ♧8.유튜브 참고 등(최고의 전문가의 의견은 어떤지 파악함) ♧9.자신만의 투자철학 확립 ♧10.비지니스모델과 시장지배력과의 함수관계 ♧11.복리의 마법이 가능해야함 ♧12.투자전략법:메인과 주변기업과의 비율조정 즉 시계작동원리임(핵심을 중심으로 자금비율 정함 ).또는 나라가 어떻게(구성) 형성되어가야 바람직하는지 생각하면서(결국 GDP는 증가하기 마련이므로 이에 중점포인트임) ♧13.투자란:가능성이(위험을 줄이며) 가장 큰 상품.기업.시장이 있어야함 나의 결론은 국내시장은 작으므로 보다 큰 중국시장으로 투자의 방향을 정함 내가 투자할 당시 중국 GDP가 7천달러 였는데(2017년) 지금은 1만달러 된다고 함. 앞으로 시가총액으로 미국을 앞선다고(?몇년후) 하는데요(미국 모건스텐리에서) (중국) 투자종목 소개(가치투자측면에서) 귀주모태주 오량액 노주노교 산서행화촌분주 해천미업 장주편자황제약 항서제약 CTG면세점(옛 중국국제여행) 메이투안디엔핑 융기실콘자재 텐센트 비야디 입신정밀 통위 (미국) 페이팔 비자 나이키 알파벳 어도비 모닝스타 무디스 (한국) 삼성 한솔케미칼 엘지생활건강 ♡.국내주식을 꼭 산다면 삼성그룹 등 소수의 대기업에 한정할수 있는데  그런데 투자측면에서 보면 중국 소비섹터를 따라올수 없음 안정성.성장성.수익성측면에서 즉 식품분야는 ♡.소비자가 많아야 한다는 조건이 최우선임. ♡.장기적으로(필수조건임) 안정적인 수익과 성장성이 있어야한다는 조건이 있어야함(반드시).그래야 복리의 마법이작용함 ♡#미국은 조정을 주면 사볼까...생각중 그러나 지금은 넘 고평가인듯~~~ #.결론적으로 말하자면 주식에 투자할수있는 안목을 반드시 길러야함. 즉 플랜을 작성해보고 시장에서 어떻게 평가하는지를 분석해가며 시나리오를 조정해가는 영역임. ♡♡♡.계속 올리는 이유는(진즉 올렸씀에도) 중국이라는 큰시장을 아직 이해를 못하는것 같아요. 개인은 정보력이 부족하므로 사물의(물질) 성질을 이해하고 그것이 플러스가(이익) 되는 상품의 구조를 갖추고 있다면(지배력.지위.능력) 우리는 시간이라는 조건값에 베팅하면 됨. 결론은 수 많은 기업에 투자를 해보면서 기업과 상품의 성질을 이해하게되는 결과물임 ykh5252 옵션 열기 여러분이 내글을 읽고 유의미한 결과를 얻기를바 1 0 0,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164130510&st=&sw=&page=1,board_read.nhn?code=035420&nid=164133186&st=&sw=&page=1,board_read.nhn?code=035420&nid=164130114&st=&sw=&page=1
2021.02.18T06:37,<필독>오늘 주가 전망,이번주 안에 종가 기준 40만 네이버를 볼수 있겠네요 이번달이나 다음달 초에는 50만 네이버도 볼수 있을듯 주식은 시간과의 싸움 특히 삼성 네이버 카카오 현대차 녹십자 이 다섯 종목은 3년전부터 시간과 비례해서 올라가는듯 가끔 목돈이 필요할때 빼먹으면 됩니다^^ 주식이 떨어졌을때는 어차피 다시 올라갈거기 때문에 저가에 담으면 됩니다 작년 3월이 정말 저에게는 행운의 시간이었죠! 항상 일희일비하지 마시고 투자전문가가 아닌이상 그냥 시간에 기대어 냅두시길!! 여러분도 할수 있습니다!! 편안하게 적금 넣듯이 길게 투자하시길!!^^ 제가 주식으로 항상 이익을 보는 방법입니다!,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164133186&st=&sw=&page=1,board_read.nhn?code=035420&nid=164134338&st=&sw=&page=1,board_read.nhn?code=035420&nid=164130510&st=&sw=&page=1
2021.02.18T07:18,네이버 대장주  굿샷,네이버 대단합니다.삼전이200만일때 50/1로 분할해 4만원이었는데 네이버 40만×50하면 2000만원(액면가 5000원)이니 대단하지 안나요!!!,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164134338&st=&sw=&page=1,board_read.nhn?code=035420&nid=164135838&st=&sw=&page=1,board_read.nhn?code=035420&nid=164133186&st=&sw=&page=1
2021.02.18T07:51,미국 국채 금리 상승 및 인플레이션 우려로 앞으로 조정 입니다,미국 국채 금리 상승 및 인플레이션 우려로 앞으로 조정 입니다,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164135838&st=&sw=&page=1,board_read.nhn?code=035420&nid=164140362&st=&sw=&page=1,board_read.nhn?code=035420&nid=164134338&st=&sw=&page=1
2021.02.18T08:44,폭락이다,세발,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164140362&st=&sw=&page=1,board_read.nhn?code=035420&nid=164142256&st=&sw=&page=1,board_read.nhn?code=035420&nid=164135838&st=&sw=&page=1
2021.02.18T08:54,꼭 잡고있으시길,구글 아마존은 올랐어요,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164142256&st=&sw=&page=1,board_read.nhn?code=035420&nid=164142777&st=&sw=&page=1,board_read.nhn?code=035420&nid=164140362&st=&sw=&page=1
2021.02.18T08:56,지수조정은 필연,귀족주 카카오 네이버 삼전 하이닉 셀트리 이런종목이 지수2500을넘겨 부를 쌓을동안 중소형주들은 손가락만 빨았다 그래서 지수가 빠지고 중소형주가 올라야 증시양극화 갭을 좁힐수가 있다 그래서 지수조정은 반드시 필요하고 원자재 오일 구리값도 투기로 경기에 찬물이라 지수따라 올랐으니 지수조정으로 적정한가격이 유지할 필요가있고 애플 테슬러가 엄청난 거품을 낳았다 에플은 한국 5년예산에 맞먹는 시총 2500조 테슬러는 한국 2년예산과 맞먹는 시총 겨우흑자전환한 테슬라 그래서 나스닥의 과도한 버블 거품으로 조정을 필연으로 보는바이다 카카오도 같은 맥락 지수조정에 수익율게임은 중소형주들의 장세로 전개될거으로 보는바이다 브이원텍 매수와 홀딩으로 대응 년봉차트 바닥탈피중 다시 실적개선,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164142777&st=&sw=&page=1,board_read.nhn?code=035420&nid=164145025&st=&sw=&page=1,board_read.nhn?code=035420&nid=164142256&st=&sw=&page=1
2021.02.18T09:05,조만간 대형 빅뉴스 하나 터진다,우리 고모부 네이버 임원 누군지는 말 못함,https://finance.naver.com/item/board_read.nhn?code=035420&nid=164145025&st=&sw=&page=1,board_read.nhn?code=035420&nid=164147994&st=&sw=&page=1,board_read.nhn?code=035420&nid=164142777&st=&sw=&page=1
